X,Y
37.454011884736246,117.36203565420874
95.07143064099162,290.2142919229749
73.1993941811405,224.5981825434215
59.86584841970366,184.59754525911097
15.601864044243651,51.80559213273095
15.599452033620265,51.798356100860794
5.8083612168199465,22.42508365045984
86.61761457749351,264.85284373248055
60.11150117432088,185.33450352296262
70.80725777960456,217.42177333881367
2.0584494295802447,11.175348288740734
96.99098521619943,295.9729556485983
83.24426408004217,254.7327922401265
21.233911067827616,68.70173320348285
18.182496720710063,59.54749016213019
18.34045098534338,60.02135295603014
30.42422429595377,96.27267288786132
52.475643163223786,162.42692948967135
43.194501864211574,134.5835055926347
29.122914019804192,92.36874205941257
61.18528947223795,188.55586841671385
13.949386065204184,46.848158195612555
29.214464853521815,92.64339456056544
36.63618432936917,114.90855298810752
45.606998421703594,141.82099526511078
78.51759613930136,240.55278841790408
19.967378215835975,64.90213464750792
51.42344384136116,159.27033152408347
59.24145688620425,182.72437065861274
4.645041271999773,18.93512381599932
60.75448519014384,187.26345557043152
17.052412368729154,56.157237106187466
6.505159298527952,24.515477895583857
94.88855372533332,289.66566117599996
96.56320330745594,294.6896099223678
80.83973481164611,247.51920443493833
30.46137691733707,96.3841307520112
9.767211400638388,34.301634201915164
68.42330265121569,210.26990795364708
44.01524937396013,137.0457481218804
12.203823484477883,41.611470453433654
49.51769101112702,153.55307303338105
3.4388521115218396,15.316556334565519
90.9320402078782,277.7961206236346
25.87799816000169,82.63399448000507
66.2522284353982,203.75668530619458
31.171107608941096,98.51332282682328
52.00680211778108,161.02040635334322
54.67102793432797,169.01308380298389
18.485445552552704,60.45633665765811
96.95846277645586,295.8753883293676
77.51328233611146,237.5398470083344
93.9498941564189,286.8496824692567
89.48273504276489,273.44820512829466
59.78999788110851,184.36999364332553
92.18742350231169,281.5622705069351
8.84925020519195,31.54775061557585
19.59828624191452,63.79485872574355
4.522728891053807,18.56818667316142
32.53303307632643,102.5990992289793
38.8677289689482,121.6031869068446
27.134903177389592,86.40470953216878
82.87375091519293,253.62125274557877
35.67533266935893,112.02599800807678
28.093450968738075,89.28035290621423
54.26960831582485,167.80882494747453
14.092422497476264,47.27726749242879
80.21969807540397,245.6590942262119
7.455064367977082,27.365193103931247
98.68869366005173,301.06608098015516
77.22447692966574,236.67343078899722
19.87156815341724,64.61470446025172
0.5522117123602399,6.65663513708072
81.54614284548342,249.63842853645025
70.68573438476172,217.05720315428516
72.90071680409874,223.7021504122962
77.12703466859458,236.38110400578373
7.4044651734090365,27.21339552022711
35.84657285442726,112.53971856328178
11.586905952512971,39.760717857538914
86.31034258755935,263.931027762678
62.329812682755794,191.98943804826737
33.08980248526492,104.26940745579475
6.355835028602364,24.067505085807092
31.09823217156622,98.29469651469866
32.518332202674706,102.55499660802411
72.96061783380641,223.88185350141924
63.75574713552131,196.26724140656393
88.72127425763266,271.16382277289796
47.22149251619493,146.66447754858478
11.959424593830171,40.87827378149051
71.3244787222995,218.97343616689852
76.07850486168974,233.2355145850692
56.127719756949624,173.38315927084886
77.0967179954561,236.2901539863683
49.379559636439076,153.13867890931724
52.27328293819941,161.81984881459823
42.75410183585496,133.2623055075649
2.541912674409519,12.625738023228557
10.789142699330444,37.367428097991336
